N / M,1,2,4,8,16,32,64,128
1000000,0,0216,0,0209,0,0028,0,0019,0,0019,0,0035,0,0071,0,0108
10000000,0,0621,0,0302,0,0166,0,0125,0,0116,0,0114,0,0106,0,0144
100000000,0,5522,0,2911,0,1490,0,1039,0,1000,0,0892,0,0893,0,0901
1000000000,5,1982,2,7433,1,5621,0,9463,0,8265,0,9030,0,9511,0,8463
10000000000,51,4484,34,0074,17,6353,10,1015,8,3437,8,1300,8,1643,8,2174
100000000000,512,3273,347,8952,175,4353,100,4035,87,0706,82,5877,82,1651,81,8162
